pre,post,weight
508599194,5813102642,1
508599194,385132611,2
508599194,5812982442,1
508599194,1143686159,1
508599194,5813033059,2
508599194,5813033065,2
508599194,5901198074,1
508599194,5812981142,2
508599194,1111278454,1
508599194,693500652,1
508599194,1173753977,1
508599194,5813067817,2
508599194,517518166,3
508599194,5813062862,2
508599194,1204076441,1
508599194,630722941,1
508599194,632397798,1
508599194,663834152,1
508599194,1172372655,2
508599194,1141687352,2
508599194,1141350537,1
508599194,1326813363,1
508599194,816276925,2
508599194,674519060,1
508599194,5813057869,1
508599194,5813056309,2
508599194,487834131,1
508599194,631064055,1
508599194,456174330,1
508599194,5813064793,1
508599194,1142706421,6
508599194,662107551,1
508599194,693500431,1
508599194,5812979371,2
508599194,5813021865,1
508599194,5812983310,3
508599194,5813052909,1
508599194,5812982532,2
508599194,662452625,1
508599194,1141337629,3
508599194,5812983192,1
508599194,631400693,1
508599194,1172730733,3
508599194,5812979188,4
508599194,631051057,3
508599194,1173054679,2
508599194,600702483,1
508599194,509700197,2
508599194,633149039,1
508599194,798356481,1
508599194,5813080766,2
508599194,1142365351,2
508599194,5813022060,4
508599194,5812982578,1
508599194,632397510,3
508599194,1171772286,1
508599194,5813070672,1
508599194,693133603,2
508599194,753852432,1
508599194,508599276,2
508599194,693099102,1
508599194,1068613231,1
508599194,1141977014,2
508599194,569650323,4
508599194,5812982766,2
508599194,1003478461,2
508599194,661766416,1
508599194,1141687128,4
508599194,848692583,1
508599194,570742599,1
508599194,5812979015,2
508599194,487899562,2
508599194,723153828,2
508599194,693099031,5
508599194,5812981148,6
508599194,600693904,1
508599194,1266871604,2
508599194,692818802,2
508599194,5813110639,2
508599194,784895866,1
508599194,633148716,1
508599194,613079053,2
508599194,663134970,1
508599194,425276848,5
508599194,446533552,1
508599194,1142019737,1
508599194,1202397143,2
508599194,488559952,2
508599194,631396532,1
508599194,815909099,1
508599194,1110985490,1
508599194,5812979187,4
508599194,1141346472,8
508599194,724885340,1
508599194,1109957857,2
508599194,1174077762,2
508599194,570643135,1
508599194,446883390,2
508599194,642732835,8
508599194,754188980,1
508599194,5813057210,1
508599194,1295855722,1
508599194,5812982216,7
508599194,1172372291,1
508599194,446848967,2
508599194,631400190,1
508599194,1068613282,1
508599194,5813057468,2
508599194,508949033,1
508599194,664511977,1
508599194,5813022234,9
508599194,663091787,2
508599194,5813068969,5
508599194,1141337663,1
508599194,5812979558,2
508599194,632734572,2
508599194,1202410042,1
508599194,1141972202,2
508599194,5812982577,3
508599194,1202737975,2
508599194,477900945,1
508599194,5813087798,1
508599194,1204175835,1
508599194,1141972158,3
508599194,723495119,3
508599194,784204967,1
508599194,509013752,3
508599194,5812982421,3
508599194,1050249677,2
508599194,5813079489,1
508599194,5813022424,5
508599194,664141134,3
508599194,508599211,1
508599194,973488234,2
508599194,755851102,5
508599194,5813055923,4
508599194,722450065,1
508599194,755544921,2
508599194,1047525093,1
508599194,539949536,1
508599194,601712754,1
508599194,1097265345,1
508599194,5812983673,1
508599194,1141346217,1
508599194,1173745220,1
508599194,508599181,9
508599194,5813022352,1
508599194,5812979197,3
508599194,5812980796,1
508599194,5813109941,2
508599194,633148704,1
508599194,5812981381,4
508599194,1141290835,1
508599194,1096919756,3
508599194,692119287,3
508599194,1141290695,2
508599194,5813027400,3
508599194,570643102,2
508599194,692434135,2
508599194,5813056414,1
508599194,602808843,1
508599194,735134301,3
508599194,953712141,1
508599194,1141337518,3
508599194,1141674495,1
508599194,508939879,4
508599194,5813047790,1
508599194,847302850,2
508599194,5813084692,1
508599194,1196854070,9
508599194,5812982562,1
508599194,724142845,1
508599194,1171704378,5
508599194,1048172314,7
508599194,692810011,1
508599194,5813069977,6
508599194,880383629,1
508599194,861665641,2
508599194,5813042659,12
508599194,393766777,10
508599194,5813058048,10
508599194,1110937445,2
508599194,704466265,5
508599194,5812979326,1
508599194,664184060,2
508599194,5813022896,12
508599194,1142658717,1
508599194,5812980934,1
508599194,612742248,2
508599194,5812982328,2
508599194,799586652,37
508599194,5813093014,2
508599194,1171431567,3
508599194,5813057191,4
508599194,612371421,48
508599194,5812981986,2
508599194,487143497,2
508599194,5812981339,2
508599194,424767514,30
508599194,5812981932,1
508599194,5813105172,34
508599194,5813021289,2
508599194,425790257,83
508599194,478250482,10
508599194,385158577,1
508599194,1173063302,2
508599194,5812982505,1
508599194,1140655624,4
508599194,570643193,1
508599194,5813027704,2
508599194,631737164,1
508599194,1078693835,21
509700197,5813068969,1
509700197,1204124270,1
509700197,1161731111,1
509700197,895441451,1
509700197,1140737968,1
509700197,455159380,1
509700197,1141346217,1
509700197,1173045815,1
509700197,632397798,1
509700197,1174410293,1
509700197,478660968,1
509700197,1096919756,1
509700197,5812982529,1
509700197,581332573,1
509700197,5813019779,1
509700197,1003478461,1
509700197,5812982547,1
509700197,5812982832,1
509700197,5813062645,1
509700197,5812982403,1
509700197,5812982017,1
509700197,815222743,1
509700197,1141636055,2
509700197,601388689,1
509700197,5812979176,1
509700197,5901198074,1
509700197,5812979314,1
509700197,477900945,1
509700197,5812980934,2
509700197,784533172,1
509700197,5813055924,1
509700197,631055506,1
509700197,693099102,1
509700197,692093440,1
509700197,632069728,1
509700197,632397510,1
509700197,5812982216,1
509700197,973146958,1
509700197,5812982000,1
509700197,5812982825,1
509700197,755544921,1
509700197,633498748,2
509700197,723495119,1
509700197,1173067651,2
509700197,5812981951,1
509700197,5812979175,1
509700197,983759126,1
509700197,5813056311,1
509700197,5812982506,1
509700197,5813060812,1
509700197,988852391,1
509700197,5812982577,1
509700197,633144545,1
509700197,5813101387,2
509700197,1141342258,1
509700197,5813095915,1
509700197,785914742,2
509700197,5813080766,1
509700197,5812983330,1
509700197,5812980588,1
509700197,415848195,2
509700197,972128731,1
509700197,632082635,2
509700197,5813053935,4
509700197,5901225361,1
509700197,1266871604,3
509700197,1067598881,1
509700197,1172385513,1
509700197,662461539,1
509700197,1141687128,1
509700197,1050249677,2
509700197,385132611,2
509700197,1048172314,3
509700197,664187932,1
509700197,632086737,1
509700197,540730657,5
509700197,1203420037,2
509700197,447219992,1
509700197,1233773217,2
509700197,5812982505,1
509700197,662107593,3
509700197,5813022404,1
509700197,633149039,2
509700197,601047826,1
509700197,692119287,3
509700197,5812981160,1
509700197,5812989173,2
509700197,5812981227,3
509700197,5812979191,1
509700197,425276848,1
509700197,5813087798,2
509700197,861665641,2
509700197,5813022352,3
509700197,518930199,3
509700197,1236816635,2
509700197,632397786,1
509700197,1141678637,1
509700197,661399477,1
509700197,1202737975,1
509700197,5813021363,2
509700197,1169989859,1
509700197,5812982876,1
509700197,1110307501,2
509700197,5813021289,2
509700197,5812979170,1
509700197,5812980579,1
509700197,5813027460,1
509700197,725217343,1
509700197,1141010036,1
509700197,693841887,2
509700197,446533552,1
509700197,631400598,2
509700197,693846112,2
509700197,1101012503,1
509700197,5812982872,1
509700197,5812983657,1
509700197,5812982420,1
509700197,1203424360,2
509700197,5812979128,1
509700197,1268861712,1
509700197,1142011140,1
509700197,1173391076,1
509700197,5812981322,1
509700197,1141977071,1
509700197,693837780,1
509700197,693099031,2
509700197,1141972158,2
509700197,1110997994,2
509700197,600684832,3
509700197,1111278454,2
509700197,5813021332,1
509700197,723158245,3
509700197,5812982578,1
509700197,1172704683,4
509700197,893149866,1
509700197,456174330,1
509700197,540389646,1
509700197,508599194,2
509700197,5813022424,6
509700197,612742248,2
509700197,5813070581,1
509700197,1196854070,5
509700197,661395129,1
509700197,424789697,1
509700197,5812979133,2
509700197,5812982594,2
509700197,508599181,1
509700197,642732835,4
509700197,1202125326,1
509700197,570742527,1
509700197,724522447,1
509700197,664188083,1
509700197,909730907,1
509700197,5812981381,1
509700197,5812982154,1
509700197,5812983003,2
509700197,602459682,2
509700197,570742599,1
509700197,5812982422,2
509700197,5813060817,1
509700197,792368888,2
509700197,632048075,1
509700197,5813095523,2
509700197,753839564,2
509700197,5813056309,1
509700197,694524222,1
509700197,5812981141,1
509700197,5812981441,1
509700197,1234481054,3
509700197,5812983009,2
509700197,724867606,4
509700197,924429714,2
509700197,1173054679,1
509700197,5813067817,1
509700197,415835070,2
509700197,5813042659,14
509700197,1237814053,1
509700197,881057369,1
509700197,1171280441,2
509700197,5813062637,2
509700197,447224575,1
509700197,5813022896,8
509700197,1172053274,2
509700197,661408056,1
509700197,754188980,2
509700197,5813079489,2
509700197,5813057210,1
509700197,755229523,1
509700197,612371421,32
509700197,487899562,1
509700197,925799233,3
509700197,508939914,2
509700197,662763904,1
509700197,662081902,1
509700197,662802782,2
509700197,631396532,2
509700197,5812983337,2
509700197,754870859,1
509700197,5812982837,1
509700197,5812979326,3
509700197,1004514584,1
509700197,1004527691,3
509700197,5812980973,1
509700197,784895866,1
509700197,1171431567,1
509700197,633148704,1
509700197,662081640,1
509700197,663834152,2
509700197,5812987762,1
509700197,613079053,3
509700197,509264220,2
509700197,632069851,1
509700197,1174077762,1
509700197,815909099,4
509700197,540730738,3
509700197,5813032552,2
509700197,664188211,2
509700197,5812982871,2
509700197,664188056,3
509700197,393766777,8
509700197,1172372291,1
509700197,693500652,2
509700197,1204447548,1
509700197,5813100896,1
509700197,5813056414,1
509700197,724867917,1
509700197,956138930,1
509700197,1068954391,2
509700197,571778433,3
509700197,580317662,5
509700197,540389734,3
509700197,5812979196,1
509700197,1141692008,2
509700197,704466265,5
509700197,1141631240,2
509700197,424767514,12
509700197,5812981046,1
509700197,973151229,1
509700197,5813060811,3
509700197,5813062862,1
509700197,5812979121,2
509700197,631737380,1
509700197,508935964,2
509700197,1173753977,1
509700197,1234809285,2
509700197,1143340753,2
509700197,1069295830,3
509700197,5812981989,2
509700197,5813022234,22
509700197,664188108,3
509700197,1172363878,1
509700197,1109957857,2
509700197,1142360528,5
509700197,1141000881,2
509700197,5813054086,1
509700197,1141350537,2
509700197,571424748,1
509700197,1078693835,21
509700197,1172665846,1
509700197,602118253,9
509700197,547552266,4
509700197,725200110,3
509700197,1141346472,4
509700197,5813110639,1
509700197,5813105172,32
509700197,1266478519,1
509700197,549955973,1
509700197,5813035612,1
509700197,1172713521,3
509700197,1110985490,1
509700197,1233428010,2
509700197,477909679,2
509700197,799586652,25
509700197,973488234,3
509700197,540730639,3
509700197,478250482,1
509700197,425790257,54
509700197,5813058048,8
509700197,446883390,1
488520820,551790504,1
488520820,1047183897,1
488520820,630373497,1
488520820,477861840,1
488520820,393387426,1
488520820,1108545472,2
488520820,5901205770,1
488520820,5812980557,1
488520820,5813057187,1
488520820,5813114700,1
488520820,1140996390,2
488520820,644896959,1
488520820,1297815807,1
488520820,693159855,1
488520820,519573099,1
488520820,1359212271,1
488520820,5812980792,2
488520820,5813068729,2
488520820,1203066401,1
488520820,1224137495,1
488520820,5812980811,1
488520820,799219795,3
488520820,940425171,1
488520820,455793743,1
488520820,766298734,2
488520820,5812980555,1
488520820,1048207713,3
488520820,426477089,2
488520820,5813021303,1
488520820,573065577,4
488520820,5812983454,1
488520820,1048004460,3
488520820,829235909,2
488520820,549571627,4
488520820,704409534,2
488520820,5812980931,1
488520820,5812980938,3
488520820,5813060643,4
488520820,642680969,3
488520820,488205572,1
488520820,643363111,1
488520820,425086851,2
488520820,1196854070,2
488520820,848330091,1
488520820,482762280,1
488520820,5813021033,3
488520820,5813077589,4
488520820,456462919,2
488520820,735282133,10
488520820,299613480,5
488520820,454252960,1
488520820,799215269,4
488520820,1328522741,1
488520820,704409742,1
488520820,549248200,2
488520820,645090294,1
488520820,5813022341,3
488520820,5813063140,1
488520820,300972942,2
488520820,328253133,2
488520820,5813019607,2
488520820,5813063229,1
488520820,5813032943,6
488520820,331662710,1
488520820,360941147,7
488520820,5812981680,1
488520820,456462835,4
488520820,5813062850,1
488520820,1390942076,1
488520820,1078875017,5
488520820,518195738,3
488520820,642680826,5
488520820,578694777,2
488520820,5812982782,4
488520820,423774471,5
488520820,424754530,4
488520820,426818061,5
488520820,5812980566,3
488520820,5812981676,2
488520820,1110972158,3
488520820,861285145,4
488520820,363047222,2
488520820,1142019878,1
488520820,1079707882,1
488520820,673029543,6
488520820,551790913,3
488520820,642680823,2
488520820,940075056,5
488520820,693841929,2
488520820,582148591,2
488520820,5813092931,8
488520820,5812983837,11
488520820,5812981275,1
488520820,551445253,2
488520820,692110379,2
488520820,5813055914,6
488520820,5812980940,4
488520820,1141328881,3
488520820,1078874826,4
488520820,456467162,4
488520820,5812981679,2
488520820,5812982514,3
488520820,519573128,5
488520820,298595394,1
488520820,1388585088,2
488520820,268725517,5
488520820,611646147,2
488520820,1418273110,5
488520820,425768822,1
488520820,542371432,3
488520820,704746457,6
488520820,424789697,5
488520820,487143497,1
488520820,1387575003,8
488520820,359586213,4
488520820,1328505485,5
488520820,662789529,2
488520820,423382015,11
488520820,5813019513,5
488520820,519564501,1
488520820,551113395,1
488520820,611646050,6
488520820,5813010617,4
488520820,5813020828,3
488520820,675602461,12
488520820,642335523,5
488520820,612669205,1
488520820,1234386037,18
488520820,425086839,4
488520820,1171704378,1
488520820,394427392,1
488520820,1016118449,3
488520820,767494105,4
488520820,642516892,6
488520820,1016805008,3
488520820,611304789,1
488520820,517854468,6
488520820,861280857,3
488520820,5812982780,3
488520820,329435390,1
488520820,5813075824,4
488520820,5813021788,2
488520820,5812981643,5
488520820,704746449,6
488520820,5813054342,1
488520820,424767514,5
488520820,733036127,16
488520820,425790257,61
488520820,5813105172,32
488520820,393766777,3
488520820,1231299343,1
488520820,332353438,1
488520820,422725634,32
488520820,519555690,4
488520820,5812980567,7
488520820,1034198388,4
488520820,517858947,4
488520820,5813091744,9
487489064,5812981373,1
487489064,736126644,1
487489064,5813095018,1
487489064,1200683283,1
487489064,5812981858,1
487489064,1170667130,1
487489064,5813056307,1
487489064,5812983569,1
487489064,1169989698,1
487489064,5813068752,1
487489064,644417074,2
487489064,910063307,1
487489064,570742527,1
487489064,1172363878,1
487489064,878652627,1
487489064,611305085,1
487489064,5812982086,1
487489064,5813020047,1
487489064,5813032702,1
487489064,5812982087,1
487489064,477572961,1
487489064,878333234,1
487489064,753839564,1
487489064,5812979156,1
487489064,736117977,1
487489064,860983686,1
487489064,301314208,1
487489064,580598373,1
487489064,675468771,1
487489064,705082892,1
487489064,457196643,2
487489064,955591114,3
487489064,5813077579,2
487489064,5813063224,1
487489064,769018494,2
487489064,799578347,2
487489064,1173745411,1
487489064,5813056390,1
487489064,642516892,1
487489064,1173011450,1
487489064,1080566792,2
487489064,765457262,2
487489064,1079215685,1
487489064,1200687716,3
487489064,954222134,1
487489064,5813058215,2
487489064,5813062842,1
487489064,5812981318,3
487489064,549222167,1
487489064,5812983898,4
487489064,1313496027,1
487489064,5812981581,2
487489064,5812983899,1
487489064,5813078179,3
487489064,5813096260,1
487489064,1171785552,1
487489064,1110298200,1
487489064,5812982727,1
487489064,817294806,3
487489064,893688605,1
487489064,1295501882,1
487489064,754525744,4
487489064,675451588,3
487489064,5812983903,1
487489064,5812984045,3
487489064,1111615136,2
487489064,1170413425,1
487489064,518191547,1
487489064,5812981570,1
487489064,673702721,1
487489064,487925037,2
487489064,5812981275,1
487489064,1231718414,1
487489064,5812981279,1
487489064,5812981290,1
487489064,5812981270,1
487489064,799586652,1
487489064,487493197,2
487489064,549230949,1
487489064,549567614,1
487489064,5813077582,4
487489064,519214895,1
487489064,1200351200,1
487489064,859765252,2
487489064,816962833,1
487489064,1231735257,3
487489064,642732835,2
487489064,798027992,1
487489064,5812981961,1
487489064,5812979271,2
487489064,5813032900,3
487489064,5812981333,4
487489064,1267164975,1
487489064,5813060776,2
487489064,1172372655,1
487489064,580934661,1
487489064,5813098776,1
487489064,517847127,1
487489064,5813047676,4
487489064,549904387,2
487489064,5813020046,2
487489064,799906141,1
487489064,5813059951,3
487489064,768555687,3
487489064,5812981322,4
487489064,613079053,7
487489064,1016839809,3
487489064,5813085240,3
487489064,704466265,6
487489064,675763039,3
487489064,5812981264,11
487489064,5813020057,3
487489064,517514142,2
487489064,518869459,1
487489064,893710296,1
487489064,5812983544,4
487489064,1295566429,1
487489064,754893183,2
487489064,642664141,7
487489064,1170348225,3
487489064,910404284,1
487489064,5812981320,3
487489064,1169989859,1
487489064,768184604,1
487489064,424789697,3
487489064,1201032707,1
487489064,5813050765,2
487489064,5812981543,9
487489064,5812981586,1
487489064,1200700424,2
487489064,5813032868,1
487489064,5813020271,6
487489064,1141329227,5
487489064,1017819398,3
487489064,1200351169,1
487489064,5812981400,1
487489064,1262744824,1
487489064,673366098,12
487489064,5813127030,1
487489064,5813021848,2
487489064,548885407,3
487489064,1048172314,9
487489064,579916831,3
487489064,674738872,6
487489064,5812981602,3
487489064,5813022117,4
487489064,1169661785,1
487489064,518869381,1
487489064,1203066201,1
487489064,5813032876,1
487489064,894020730,17
487489064,737150041,1
487489064,457507485,2
487489064,602808843,5
487489064,612738462,26
487489064,830586919,9
487489064,5813056313,1
487489064,861665641,17
487489064,5813056300,1
487489064,893347461,1
487489064,5813033208,6
487489064,487489028,6
487489064,1048854479,3
487489064,5812981563,2
487489064,737167616,3
487489064,486815976,4
487489064,1173347968,2
487489064,1016835041,18
487489064,768525647,2
487489064,549226277,1
487489064,5813105172,56
487489064,612371421,8
487489064,1200753147,1
487489064,5813022424,10
487489064,5813021748,5
487489064,800622401,3
487489064,1048215779,13
487489064,548885313,5
487489064,425790257,52
487489064,5812982925,4
487489064,5813033127,6
487489064,5812983871,3
487489064,5813019513,7
487489064,1139667240,16
487489064,457175171,7
487489064,672352543,1
487489064,5813020052,3
487489064,517850316,7
487489064,518187118,8
488205572,5813078507,1
488205572,940425171,1
488205572,5812981136,1
488205572,362697657,1
488205572,517858947,1
488205572,550271272,1
488205572,549248200,1
488205572,5812980931,1
488205572,569615641,1
488205572,331999213,1
488205572,425086851,1
488205572,328546871,2
488205572,488184014,1
488205572,456462919,1
488205572,799219795,1
488205572,642680969,1
488205572,425431837,1
488205572,5813021033,2
488205572,861280857,2
488205572,1047489962,1
488205572,704746457,1
488205572,393387426,1
488205572,457507485,1
488205572,704746449,1
488205572,5813032811,1
488205572,5813078552,2
488205572,551445253,3
488205572,662789529,1
488205572,456467162,1
488205572,333035349,2
488205572,415835070,1
488205572,707647321,1
488205572,5901193485,1
488205572,1109568528,1
488205572,1231299343,1
488205572,880409455,1
488205572,425768768,1
488205572,1327831994,1
488205572,642680826,1
488205572,1048207713,1
488205572,5813060811,1
488205572,455793827,1
488205572,363384083,1
488205572,426464004,2
488205572,880055173,1
488205572,488533722,1
488205572,642680823,3
488205572,939734266,2
488205572,456846996,1
488205572,1109568718,1
488205572,5813088767,2
488205572,394768379,1
488205572,5813110152,2
488205572,1110972158,5
488205572,5812980179,1
488205572,5813047221,1
488205572,517854468,3
488205572,518195738,3
488205572,5813063229,1
488205572,736467640,2
488205572,643703819,1
488205572,612668833,2
488205572,5813021303,1
488205572,1387583807,1
488205572,456462835,1
488205572,394060556,1
488205572,829231457,1
488205572,5812980938,1
488205572,736808904,1
488205572,1130687130,1
488205572,5812982466,2
488205572,673370525,1
488205572,1108545472,5
488205572,455793621,1
488205572,482762280,1
488205572,5812980428,1
488205572,849707224,2
488205572,1390942076,2
488205572,578694777,2
488205572,518873604,1
488205572,456458549,2
488205572,1449670372,1
488205572,5812980425,2
488205572,5813062850,1
488205572,5813054343,1
488205572,5813055914,1
488205572,1140750808,1
488205572,923726321,1
488205572,676612729,1
488205572,707660374,1
488205572,939738399,2
488205572,1048517845,4
488205572,424767514,8
488205572,363725201,2
488205572,5813020831,1
488205572,735790008,2
488205572,519555690,2
488205572,1139921468,1
488205572,5812982192,1
488205572,5812981960,1
488205572,423774471,4
488205572,484735678,1
488205572,332353438,5
488205572,735785541,1
488205572,5812981676,3
488205572,5812983418,1
488205572,1387583729,1
488205572,1140996390,2
488205572,631400190,1
488205572,5813021401,1
488205572,1141328881,1
488205572,5812980768,4
488205572,5812980555,3
488205572,766298734,2
488205572,630373497,3
488205572,5812981607,2
488205572,601047827,1
488205572,519573128,3
488205572,363047222,3
488205572,1064891781,2
488205572,519573099,2
488205572,5812982594,1
488205572,5813021386,1
488205572,723853340,1
488205572,736813212,3
488205572,643535876,2
488205572,1016118449,1
488205572,611646147,2
488205572,329435390,4
488205572,611646132,5
488205572,425768822,2
488205572,394081878,4
488205572,518882016,6
488205572,423382015,7
488205572,5813093171,1
488205572,849370258,1
488205572,693841929,7
488205572,5813056355,3
488205572,611304789,5
488205572,754197850,1
488205572,519900699,2
488205572,736126732,1
488205572,704409742,2
488205572,5813110238,3
488205572,5813057239,1
488205572,5813022117,1
488205572,1078534115,3
488205572,1295225451,1
488205572,612669205,2
488205572,1328505485,1
488205572,1328522741,1
488205572,5812981618,2
488205572,5813082847,1
488205572,5812980618,2
488205572,1420966843,5
488205572,1140603698,5
488205572,5813019513,4
488205572,359586213,2
488205572,5812980426,8
488205572,1328513713,3
488205572,1203066222,2
488205572,5812980408,1
488205572,425086839,1
488205572,5812980378,2
488205572,5813075824,4
488205572,5813042659,5
488205572,362701875,2
488205572,5812980811,2
488205572,5812981322,1
488205572,456121649,4
488205572,5813022212,1
488205572,1078875017,2
488205572,359598627,1
488205572,549576424,1
488205572,829235909,6
488205572,939734122,2
488205572,298595394,3
488205572,735282133,3
488205572,487143497,3
488205572,393766777,3
488205572,394397189,2
488205572,5812982514,3
488205572,542371432,2
488205572,5813078053,1
488205572,1047183897,3
488205572,1108545599,19
488205572,455431209,3
488205572,1048004460,1
488205572,519905418,4
488205572,5813021263,1
488205572,331662710,1
488205572,798869986,4
488205572,767494105,3
488205572,1196854070,3
488205572,300972942,18
488205572,5812983268,1
488205572,5813060643,3
488205572,611646050,3
488205572,5813098738,2
488205572,5812981086,1
488205572,5813068729,15
488205572,643363111,1
488205572,549571627,3
488205572,5813068743,2
488205572,394427392,3
488205572,692110379,1
488205572,799215269,14
488205572,5813022341,7
488205572,5813077589,1
488205572,5812982780,4
488205572,579592619,1
488205572,583175492,2
488205572,1359553384,7
488205572,582139830,2
488205572,847293869,2
488205572,642516892,9
488205572,333031114,1
488205572,424789697,14
488205572,5813057187,4
488205572,424754530,1
488205572,5901205770,1
488205572,1234386037,19
488205572,425790257,35
488205572,733036127,15
488205572,422725634,36
488205572,891629070,1
488205572,5813020828,15
488205572,518873469,21
488205572,1078007730,2
488205572,939733452,6
488205572,786929029,2
488205572,939729237,6
488205572,5812981379,5
488205572,5813019609,10
488205572,5813105172,35
508599181,5813087817,1
508599181,5812980588,1
508599181,415511327,1
508599181,784541854,1
508599181,664187932,1
508599181,415908516,1
508599181,5813021452,1
508599181,693846112,1
508599181,643142863,1
508599181,1174384118,1
508599181,5812981702,1
508599181,477909679,1
508599181,5813053885,1
508599181,5813056120,1
508599181,693133603,1
508599181,5812979133,1
508599181,1141337605,1
508599181,5812981932,1
508599181,954528474,1
508599181,754547386,1
508599181,5812979156,1
508599181,956138930,1
508599181,664188108,1
508599181,5813021341,1
508599181,580934661,1
508599181,571778381,1
508599181,540389734,1
508599181,478250407,1
508599181,723848801,1
508599181,692818802,1
508599181,5813047662,1
508599181,692818786,1
508599181,1081086613,1
508599181,571424636,1
508599181,580317662,1
508599181,5812979188,1
508599181,5813020132,3
508599181,478660968,1
508599181,602118253,2
508599181,755229523,2
508599181,5812981227,1
508599181,983759126,1
508599181,722467632,2
508599181,5813075855,1
508599181,662461539,1
508599181,1141631240,1
508599181,570742510,2
508599181,571424323,1
508599181,631064055,2
508599181,1233428010,1
508599181,5812979326,1
508599181,1019347828,1
508599181,662772393,1
508599181,1036559440,1
508599181,631051057,1
508599181,1202125326,1
508599181,5813020089,1
508599181,5812981951,1
508599181,661084049,1
508599181,5813022133,1
508599181,5813047790,1
508599181,5812979371,1
508599181,488184014,1
508599181,5813098738,1
508599181,1101012503,1
508599181,755544921,1
508599181,508939914,1
508599181,972128731,1
508599181,5813056311,3
508599181,5812981441,1
508599181,1141350537,1
508599181,1141630854,1
508599181,1140950118,2
508599181,600702348,1
508599181,5812982620,1
508599181,5812981924,1
508599181,1265157632,1
508599181,5813019801,2
508599181,5813078679,2
508599181,631733127,1
508599181,5813087798,4
508599181,632734572,1
508599181,1203424360,1
508599181,5812981986,3
508599181,1141682748,1
508599181,1173745411,2
508599181,487899562,2
508599181,570643193,1
508599181,5813080766,1
508599181,1142365351,1
508599181,1101353948,2
508599181,5812983192,1
508599181,5813057468,2
508599181,5812983673,1
508599181,5813077610,1
508599181,600702483,1
508599181,5812981703,1
508599181,487143497,1
508599181,5812981467,2
508599181,1140737968,2
508599181,5813041206,2
508599181,631400622,1
508599181,416189410,1
508599181,5812982442,1
508599181,848692583,1
508599181,1141346308,2
508599181,613079053,3
508599181,5813053878,1
508599181,5812983522,1
508599181,1096919756,2
508599181,5813062631,1
508599181,5813077572,1
508599181,456174330,1
508599181,488559952,1
508599181,816276925,1
508599181,662094168,2
508599181,5813060811,2
508599181,693099031,3
508599181,5812979177,2
508599181,509700197,2
508599181,5812981706,2
508599181,5812983330,1
508599181,632397510,1
508599181,5813070581,1
508599181,5812981106,1
508599181,581332573,1
508599181,5812983009,2
508599181,5812981432,1
508599181,509264220,2
508599181,1297202769,2
508599181,5813093014,1
508599181,5812979502,1
508599181,539983731,1
508599181,1068613282,1
508599181,5813069977,1
508599181,571424748,1
508599181,5813068969,1
508599181,1069295830,1
508599181,5813033144,1
508599181,5812982436,1
508599181,518930199,2
508599181,693099102,2
508599181,5812980934,1
508599181,1204175835,1
508599181,5812982832,1
508599181,1172713521,1
508599181,571778433,2
508599181,569999973,2
508599181,661421129,4
508599181,415848228,1
508599181,5813057956,1
508599181,508599211,4
508599181,1068617431,1
508599181,415848195,5
508599181,5813102642,2
508599181,5813032782,1
508599181,1203070528,1
508599181,455159380,1
508599181,5812981142,1
508599181,1172044382,2
508599181,1202397143,1
508599181,693500431,1
508599181,5813101387,2
508599181,540730639,1
508599181,5813021844,2
508599181,753839564,1
508599181,5813067817,1
508599181,785232649,1
508599181,662806818,1
508599181,661430106,1
508599181,612742248,2
508599181,5813021379,1
508599181,416837168,2
508599181,613847777,2
508599181,5813027400,1
508599181,5813055923,2
508599181,5812979170,1
508599181,5812981616,1
508599181,1174008477,1
508599181,5812982216,4
508599181,5813021289,1
508599181,829261936,1
508599181,5812983042,4
508599181,1142356576,3
508599181,1140655624,1
508599181,5812982205,2
508599181,692810011,1
508599181,1141687128,4
508599181,5813021380,1
508599181,1173745330,1
508599181,549955973,4
508599181,632402333,1
508599181,539975118,1
508599181,1068954342,1
508599181,5812979187,1
508599181,633148704,1
508599181,5812982437,2
508599181,1142706421,6
508599181,415835070,1
508599181,1141674495,1
508599181,1173745220,1
508599181,393766777,13
508599181,538602138,1
508599181,5813057210,3
508599181,5813052909,5
508599181,5812982529,2
508599181,924429714,2
508599181,724531411,1
508599181,1141678948,2
508599181,1202470836,1
508599181,5812982871,1
508599181,1297556652,1
508599181,5813022896,17
508599181,1141692008,2
508599181,847297956,1
508599181,1069295816,2
508599181,1080580151,1
508599181,1050249677,3
508599181,662452625,1
508599181,674519060,2
508599181,662802782,1
508599181,5812982505,1
508599181,5813109941,1
508599181,631396532,1
508599181,5812982766,1
508599181,1233436479,2
508599181,631396256,1
508599181,477900959,2
508599181,5812981141,3
508599181,5813069792,2
508599181,1172053274,3
508599181,570327880,1
508599181,1326813363,2
508599181,1203420037,1
508599181,1048172314,8
508599181,600693904,3
508599181,5812982000,1
508599181,724522447,4
508599181,723167312,3
508599181,5813053937,2
508599181,1142028710,3
508599181,5812979408,1
508599181,1141337557,1
508599181,5812982403,2
508599181,1141972158,2
508599181,5813021294,1
508599181,799586652,28
508599181,723849351,3
508599181,478250482,12
508599181,5812983657,2
508599181,1141631198,1
508599181,676263239,1
508599181,5813042659,16
508599181,1047525093,5
508599181,5813055924,3
