pre,post,weight
300968622,704750673,1
300968622,423382015,4
300968622,909372602,1
300968622,940752707,8
300968622,456820863,3
300968622,5813042659,7
300968622,880404940,2
300968622,5812982177,3
300968622,363384138,2
300968622,5813093544,1
300968622,940079657,3
300968622,860261985,1
300968622,971118588,1
300968622,797855394,1
300968622,332008082,1
300968622,923726321,1
300968622,971459227,2
300968622,363042781,1
300968622,1420306364,1
300968622,5812983533,2
300968622,332349327,1
300968622,940070913,1
300968622,1449670372,1
300968622,1233436426,1
300968622,363387921,1
300968622,1203066401,1
300968622,331999156,1
300968622,331999213,1
300968622,704750665,2
300968622,911094343,4
300968622,549576117,1
300968622,328546871,1
300968622,333039671,1
300968622,551113395,3
300968622,600011602,3
300968622,538908474,1
300968622,755177787,4
300968622,5813020828,11
300968622,785198372,1
300968622,5813093171,2
300968622,941111195,3
300968622,299613480,1
300968622,424767514,15
300968622,940079771,1
300968622,940083749,1
300968622,5812981950,1
300968622,877992303,1
300968622,424789697,7
300968622,880055173,1
300968622,705432922,3
300968622,940425106,1
300968622,736126746,3
300968622,631059587,1
300968622,5813021261,1
300968622,5813021404,1
